reading_id,office_id,office_name,city,region,num_windows,latitude,longitude,service_type_id,service_type,appointment_eligible,observed_at,wait_minutes,queue_length,windows_serving,congestion_status,source
DMV-001-SVC-DL-NEW-202401081130,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-DL-NEW,New Driver License,True,2024-01-08T11:30:00Z,45.0,6,4,MODERATE,kiosk-sensor
DMV-001-SVC-DL-NEW-202401081145,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-DL-NEW,New Driver License,True,2024-01-08T11:45:00Z,45.3,6,3,HIGH,kiosk-sensor
DMV-001-SVC-DL-NEW-202401081200,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-DL-NEW,New Driver License,True,2024-01-08T12:00:00Z,48.0,6,2,HIGH,kiosk-sensor
DMV-001-SVC-DL-NEW-202401081215,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-DL-NEW,New Driver License,True,2024-01-08T12:15:00Z,63.9,11,5,HIGH,kiosk-sensor
DMV-001-SVC-DL-NEW-202401081230,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-DL-NEW,New Driver License,True,2024-01-08T12:30:00Z,56.2,7,3,HIGH,kiosk-sensor
DMV-001-SVC-DL-NEW-202401081245,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-DL-NEW,New Driver License,True,2024-01-08T12:45:00Z,48.5,6,2,HIGH,kiosk-sensor
DMV-001-SVC-DL-NEW-202401081300,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-DL-NEW,New Driver License,True,2024-01-08T13:00:00Z,46.0,6,2,HIGH,kiosk-sensor
DMV-001-SVC-DL-NEW-202401081315,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-DL-NEW,New Driver License,True,2024-01-08T13:15:00Z,36.8,6,4,MODERATE,kiosk-sensor
DMV-001-SVC-DL-NEW-202401081330,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-DL-NEW,New Driver License,True,2024-01-08T13:30:00Z,30.7,4,1,MODERATE,kiosk-sensor
DMV-001-SVC-DL-NEW-202401081345,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-DL-NEW,New Driver License,True,2024-01-08T13:45:00Z,24.0,3,1,MODERATE,kiosk-sensor
DMV-001-SVC-DL-NEW-202401081400,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-DL-NEW,New Driver License,True,2024-01-08T14:00:00Z,38.9,5,2,MODERATE,kiosk-sensor
DMV-001-SVC-DL-NEW-202401081415,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-DL-NEW,New Driver License,True,2024-01-08T14:15:00Z,19.5,2,1,LOW,kiosk-sensor
DMV-001-SVC-DL-NEW-202401081430,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-DL-NEW,New Driver License,True,2024-01-08T14:30:00Z,22.6,3,1,MODERATE,kiosk-sensor
DMV-001-SVC-DL-NEW-202401081445,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-DL-NEW,New Driver License,True,2024-01-08T14:45:00Z,25.2,3,1,MODERATE,kiosk-sensor
DMV-001-SVC-DL-NEW-202401081500,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-DL-NEW,New Driver License,True,2024-01-08T15:00:00Z,41.3,5,2,MODERATE,kiosk-sensor
DMV-001-SVC-DL-NEW-202401081515,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-DL-NEW,New Driver License,True,2024-01-08T15:15:00Z,36.5,5,2,MODERATE,kiosk-sensor
DMV-001-SVC-DL-NEW-202401081530,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-DL-NEW,New Driver License,True,2024-01-08T15:30:00Z,43.4,7,3,MODERATE,kiosk-sensor
DMV-001-SVC-DL-NEW-202401081545,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-DL-NEW,New Driver License,True,2024-01-08T15:45:00Z,44.2,6,2,MODERATE,kiosk-sensor
DMV-001-SVC-DL-NEW-202401081600,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-DL-NEW,New Driver License,True,2024-01-08T16:00:00Z,46.0,8,3,HIGH,kiosk-sensor
DMV-001-SVC-DL-NEW-202401081615,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-DL-NEW,New Driver License,True,2024-01-08T16:15:00Z,48.5,7,3,HIGH,kiosk-sensor
DMV-001-SVC-DL-NEW-202401081630,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-DL-NEW,New Driver License,True,2024-01-08T16:30:00Z,38.2,4,2,MODERATE,kiosk-sensor
DMV-001-SVC-DL-NEW-202401081645,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-DL-NEW,New Driver License,True,2024-01-08T16:45:00Z,31.3,5,2,MODERATE,kiosk-sensor
DMV-001-SVC-DL-NEW-202401081700,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-DL-NEW,New Driver License,True,2024-01-08T17:00:00Z,31.3,5,3,MODERATE,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401080800,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T08:00:00Z,18.4,1,0,LOW,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401080815,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T08:15:00Z,5.2,0,0,LOW,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401080830,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T08:30:00Z,21.4,2,2,MODERATE,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401080845,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T08:45:00Z,6.1,0,0,LOW,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401080900,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T09:00:00Z,14.7,2,0,LOW,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401080915,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T09:15:00Z,35.4,5,2,MODERATE,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401080930,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T09:30:00Z,26.3,4,1,MODERATE,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401080945,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T09:45:00Z,16.1,3,1,LOW,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081000,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T10:00:00Z,21.9,4,2,MODERATE,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081015,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T10:15:00Z,16.8,1,1,LOW,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081030,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T10:30:00Z,26.2,4,2,MODERATE,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081045,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T10:45:00Z,31.2,5,3,MODERATE,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081100,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T11:00:00Z,30.6,5,3,MODERATE,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081115,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T11:15:00Z,38.2,7,3,MODERATE,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081130,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T11:30:00Z,59.7,11,5,HIGH,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081145,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T11:45:00Z,64.4,9,5,HIGH,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081200,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T12:00:00Z,52.1,7,4,HIGH,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081215,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T12:15:00Z,69.6,11,5,HIGH,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081230,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T12:30:00Z,78.1,12,6,HIGH,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081245,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T12:45:00Z,77.3,14,5,HIGH,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081300,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T13:00:00Z,70.8,10,4,HIGH,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081315,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T13:15:00Z,68.6,10,4,HIGH,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081330,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T13:30:00Z,37.7,6,2,MODERATE,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081345,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T13:45:00Z,29.2,6,4,MODERATE,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081400,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T14:00:00Z,39.0,6,2,MODERATE,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081415,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T14:15:00Z,31.7,5,2,MODERATE,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081430,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T14:30:00Z,53.6,9,4,HIGH,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081445,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T14:45:00Z,31.5,6,4,MODERATE,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081500,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T15:00:00Z,38.6,5,2,MODERATE,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081515,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T15:15:00Z,53.3,9,4,HIGH,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081530,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T15:30:00Z,69.4,10,5,HIGH,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081545,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T15:45:00Z,55.7,7,4,HIGH,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081600,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T16:00:00Z,63.6,10,4,HIGH,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081615,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T16:15:00Z,66.9,11,5,HIGH,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081630,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T16:30:00Z,70.9,11,4,HIGH,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081645,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T16:45:00Z,44.6,8,3,MODERATE,kiosk-sensor
DMV-001-SVC-ROAD-TEST-202401081700,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-ROAD-TEST,Behind-the-Wheel Test,True,2024-01-08T17:00:00Z,52.6,8,4,HIGH,kiosk-sensor
DMV-001-SVC-VEH-REG-202401080800,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-VEH-REG,Vehicle Registration,True,2024-01-08T08:00:00Z,0.0,1,1,LOW,kiosk-sensor
DMV-001-SVC-VEH-REG-202401080815,DMV-001,Oakland Claremont,Oakland,Bay Area,12,37.8112,-122.2506,SVC-VEH-REG,Vehicle Registration,True,2024-01-08T08:15:00Z,0.0,0,0,LOW,kiosk-sensor
